Unnamed: 0,syd,did,wei,symptom,diagnose
4812,199.0,117.0,2.0,amenorrhea (no menstruation),"bulimia nervosa:binge eating, vomiting"
4813,211.0,117.0,2.0,infertility (female),"bulimia nervosa:binge eating, vomiting"
4814,282.0,117.0,0.0,excessive appetite,"bulimia nervosa:binge eating, vomiting"
4815,79.0,303.0,0.0,psychiatric problem,functional disorders:psychogenic illness
4816,136.0,303.0,0.0,behavioral problem,functional disorders:psychogenic illness
4817,239.0,303.0,2.0,chest burning,functional disorders:psychogenic illness
4818,79.0,398.0,,psychiatric problem,intravenous drug abuse:ivda
4819,79.0,485.0,0.0,psychiatric problem,munchausen syndrome:fabricated illness
4820,79.0,486.0,1.0,psychiatric problem,munchausen syndrome by proxy:fabricated illness in a dependent
4821,79.0,605.0,1.0,psychiatric problem,insomnia:difficulty sleeping
4822,79.0,615.0,0.0,psychiatric problem,puerperal psychosis:loss of contact with reality after birth
4823,79.0,683.0,0.0,psychiatric problem,seasonal affective disorder:intermittent seasonal depression
4824,79.0,686.0,3.0,psychiatric problem,self-inflicted injury
4825,79.0,739.0,3.0,psychiatric problem,suicide
4826,79.0,604.0,2.0,psychiatric problem,primary affective disorder:depression
4827,79.0,614.0,0.0,psychiatric problem,puerperal depression:depression after giving birth
4828,80.0,622.0,,puncture wound,puncture wound of ankle
4829,80.0,623.0,,puncture wound,puncture wound of arm
4830,219.0,623.0,2.0,arm cut (laceration),puncture wound of arm
4831,80.0,624.0,,puncture wound,puncture wound of ear
4832,80.0,625.0,,puncture wound,puncture wound of eyelid
4833,80.0,628.0,2.0,puncture wound,puncture wound of foot
4834,196.0,628.0,2.0,foot swelling,puncture wound of foot
4835,222.0,628.0,2.0,foot cut (laceration),puncture wound of foot
4836,80.0,629.0,2.0,puncture wound,puncture wound of hand
4837,220.0,629.0,2.0,hand cut (laceration),puncture wound of hand
4838,80.0,630.0,,puncture wound,puncture wound of knee
4839,80.0,631.0,,puncture wound,"puncture wound, leg:puncture wound of leg"
4840,221.0,631.0,2.0,leg cut (laceration),"puncture wound, leg:puncture wound of leg"
4841,80.0,632.0,,puncture wound,puncture wound of lip
4842,80.0,633.0,,puncture wound,puncture wound of mouth
4843,80.0,634.0,,puncture wound,puncture wound of scalp
4844,80.0,635.0,2.0,puncture wound,puncture wound of skin
4845,80.0,636.0,2.0,puncture wound,puncture wound of toe
4846,100.0,636.0,2.0,toe pain,puncture wound of toe
4847,81.0,823.0,0.0,rash,vitiligo:loss of skin pigment
4848,81.0,860.0,1.0,rash,"fifth disease:erythema infectiosum, viral illness"
4850,81.0,898.0,1.0,rash,jaundice:yellow skin color
4851,149.0,898.0,3.0,liver failure (cirrhosis),jaundice:yellow skin color
4852,81.0,901.0,2.0,rash,body lice
4853,139.0,901.0,2.0,itchy rash (pruritic rash),body lice
4854,208.0,901.0,2.0,foot itching,body lice
4857,225.0,901.0,2.0,arm itching,body lice
4858,226.0,901.0,2.0,hand redness,body lice
4859,227.0,901.0,2.0,foot redness,body lice
4860,227.0,901.0,2.0,foot redness,body lice
4861,228.0,901.0,2.0,arm redness,body lice
4862,229.0,901.0,2.0,leg redness,body lice
4863,230.0,901.0,2.0,hand itching,body lice
4864,231.0,901.0,2.0,leg itching,body lice
4865,234.0,901.0,0.0,armpit pain,body lice
4866,238.0,901.0,0.0,skin sores,body lice
4867,81.0,931.0,1.0,rash,melanoma:skin cancer
4868,174.0,931.0,2.0,skin growths,melanoma:skin cancer
4869,206.0,931.0,2.0,darkening of the skin (hyperpigmentation),melanoma:skin cancer
4870,238.0,931.0,0.0,skin sores,melanoma:skin cancer
4871,81.0,883.0,0.0,rash,chicken pox:varicella virus
4873,164.0,883.0,1.0,loss of balance,chicken pox:varicella virus
4874,183.0,883.0,1.0,blister (pocket of fluid),chicken pox:varicella virus
4875,190.0,883.0,2.0,pustule (collection of pus),chicken pox:varicella virus
4876,208.0,883.0,1.0,foot itching,chicken pox:varicella virus
4879,225.0,883.0,1.0,arm itching,chicken pox:varicella virus
4880,226.0,883.0,1.0,hand redness,chicken pox:varicella virus
4881,227.0,883.0,1.0,foot redness,chicken pox:varicella virus
4882,228.0,883.0,1.0,arm redness,chicken pox:varicella virus
4883,229.0,883.0,1.0,leg redness,chicken pox:varicella virus
4884,230.0,883.0,1.0,hand itching,chicken pox:varicella virus
4885,231.0,883.0,1.0,leg itching,chicken pox:varicella virus
4886,81.0,916.0,0.0,rash,ringworm of the scalp:tinea capitis
4887,139.0,916.0,2.0,itchy rash (pruritic rash),ringworm of the scalp:tinea capitis
4888,263.0,916.0,0.0,skin infection,ringworm of the scalp:tinea capitis
4889,81.0,917.0,0.0,rash,ringworm of the body:tinea corporis
4890,139.0,917.0,2.0,itchy rash (pruritic rash),ringworm of the body:tinea corporis
4893,238.0,917.0,2.0,skin sores,ringworm of the body:tinea corporis
4894,81.0,940.0,,rash,common warts
4895,174.0,940.0,2.0,skin growths,common warts
4896,238.0,940.0,2.0,skin sores,common warts
4897,81.0,960.0,0.0,rash,sunburn
4898,183.0,960.0,2.0,blister (pocket of fluid),sunburn
4899,191.0,960.0,2.0,skin pain,sunburn
4900,192.0,960.0,2.0,hot skin,sunburn
4901,193.0,960.0,2.0,skin swelling,sunburn
4903,226.0,960.0,2.0,hand redness,sunburn
4904,227.0,960.0,2.0,foot redness,sunburn
4905,228.0,960.0,2.0,arm redness,sunburn
4906,229.0,960.0,2.0,leg redness,sunburn
4907,81.0,1001.0,1.0,rash,"angioedema:swelling of skin, lips, eyes"
4908,126.0,1001.0,3.0,tongue swelling,"angioedema:swelling of skin, lips, eyes"
4910,193.0,1001.0,3.0,skin swelling,"angioedema:swelling of skin, lips, eyes"
4911,194.0,1001.0,3.0,lip swelling,"angioedema:swelling of skin, lips, eyes"
4912,195.0,1001.0,3.0,eye swelling,"angioedema:swelling of skin, lips, eyes"
4913,81.0,1033.0,0.0,rash,scleroderma:progressive hardening of soft tissue
4914,258.0,1033.0,0.0,dry skin,scleroderma:progressive hardening of soft tissue
4915,81.0,1037.0,,rash,athlete's foot:tinea pedis
4916,196.0,1037.0,2.0,foot swelling,athlete's foot:tinea pedis
4917,208.0,1037.0,2.0,foot itching,athlete's foot:tinea pedis
4918,238.0,1037.0,,skin sores,athlete's foot:tinea pedis
4919,81.0,1385.0,0.0,rash,yaws
4920,131.0,1385.0,0.0,swollen lymph nodes (large lymph nodes),yaws
4921,238.0,1385.0,0.0,skin sores,yaws
4922,81.0,1501.0,0.0,rash,pemphigoid
4923,183.0,1501.0,0.0,blister (pocket of fluid),pemphigoid
4924,81.0,884.0,1.0,rash,cradle cap:infant scalp rash
4925,263.0,884.0,1.0,skin infection,cradle cap:infant scalp rash
4926,82.0,245.0,1.0,rectal pain,entamoeba histolytica infection:ameba infection:infection due to entamoeba histolytica
4927,82.0,643.0,1.0,rectal pain,rectal abscess:collection of pus in the rectum
4928,83.0,643.0,2.0,rectal swelling,rectal abscess:collection of pus in the rectum
4929,238.0,643.0,0.0,skin sores,rectal abscess:collection of pus in the rectum
4930,275.0,643.0,0.0,low back ache or pain,rectal abscess:collection of pus in the rectum
4931,82.0,645.0,2.0,rectal pain,rectal impaction:collection of pus in the rectum:fecal impaction of rectum
4932,83.0,645.0,1.0,rectal swelling,rectal impaction:collection of pus in the rectum:fecal impaction of rectum
4933,82.0,612.0,1.0,rectal pain,pruritus ani:anal itching
4936,257.0,16.0,1.0,snoring,adenoiditis:(a type of lymph node inflammation)
4940,162.0,664.0,2.0,sneezing,rhinovirus infection:common cold
4941,85.0,249.0,1.0,scrotal pain,inflammation of testicular tubes:epididymitis
4942,86.0,249.0,1.0,scrotal swelling,inflammation of testicular tubes:epididymitis
4943,85.0,361.0,1.0,scrotal pain,hydrocele:fluid collection near the testicle
4944,86.0,361.0,2.0,scrotal swelling,hydrocele:fluid collection near the testicle
4945,85.0,530.0,1.0,scrotal pain,orchitis:inflammation of the testicles
4946,86.0,530.0,1.0,scrotal swelling,orchitis:inflammation of the testicles
4947,85.0,682.0,0.0,scrotal pain,scrotal hematoma:collection of blood in skin around testicles
4948,86.0,682.0,0.0,scrotal swelling,scrotal hematoma:collection of blood in skin around testicles
4949,85.0,754.0,0.0,scrotal pain,testicular cancer:tumor
4950,86.0,754.0,0.0,scrotal swelling,testicular cancer:tumor
4951,85.0,755.0,3.0,scrotal pain,testicular torsion:twisting of testicle
4952,86.0,755.0,3.0,scrotal swelling,testicular torsion:twisting of testicle
4954,128.0,755.0,2.0,inconsolable baby,testicular torsion:twisting of testicle
4955,85.0,807.0,0.0,scrotal pain,varicocele:testicular vein enlargement
4956,86.0,807.0,0.0,scrotal swelling,varicocele:testicular vein enlargement
4957,86.0,248.0,0.0,scrotal swelling,epidermal cyst
4958,174.0,248.0,2.0,skin growths,epidermal cyst
4959,86.0,338.0,1.0,scrotal swelling,hematocele:collection of blood around testicle
4960,86.0,718.0,1.0,scrotal swelling,spermatocele:sperm-filled epididymal cyst
4961,87.0,281.0,2.0,seizure,febrile seizure:convulsion in child with a fever
4963,87.0,587.0,3.0,seizure,poisoning
4964,116.0,587.0,2.0,tired,poisoning
4965,87.0,702.0,1.0,seizure,sickle cell crisis:complication of sickle cell disease
4966,87.0,861.0,1.0,seizure,sagittal sinus thrombosis:venous blood clot in the brain
4968,87.0,979.0,1.0,seizure,"thrombotic thrombocytopenia purpura:ttp, rare blood disorder:thrombotic thrombocytopenic purpura"
4969,105.0,979.0,1.0,vaginal bleeding,"thrombotic thrombocytopenia purpura:ttp, rare blood disorder:thrombotic thrombocytopenic purpura"
4970,292.0,979.0,1.0,confusion,"thrombotic thrombocytopenia purpura:ttp, rare blood disorder:thrombotic thrombocytopenic purpura"
4971,87.0,1063.0,1.0,seizure,tape worm infection
4972,87.0,1291.0,0.0,seizure,fragile x syndrome:genetic disorder
4973,146.0,1291.0,0.0,learning difficulties,fragile x syndrome:genetic disorder
4974,87.0,1335.0,0.0,seizure,phenylketonuria:pku
4975,146.0,1335.0,0.0,learning difficulties,phenylketonuria:pku
4976,291.0,1335.0,0.0,agitated,phenylketonuria:pku
4977,277.0,1335.0,0.0,unusual color or odor of urine,phenylketonuria:pku
4978,87.0,1365.0,0.0,seizure,tay-sachs disease
4979,112.0,1365.0,0.0,visual problems,tay-sachs disease
4980,164.0,1365.0,0.0,loss of balance,tay-sachs disease
4981,246.0,1365.0,0.0,dementia,tay-sachs disease
4982,87.0,1395.0,0.0,seizure,conversion disorder
4983,94.0,1395.0,0.0,speech problem,conversion disorder
4984,104.0,1395.0,0.0,unsteady gait (trouble walking),conversion disorder
4985,112.0,1395.0,0.0,visual problems,conversion disorder
4986,115.0,1395.0,0.0,weakness (muscle localized),conversion disorder
4987,88.0,279.0,0.0,shortness of breath,fat embolism:blood clot from fat
4988,270.0,279.0,0.0,difficulty breathing,fat embolism:blood clot from fat
4989,269.0,279.0,0.0,hurts to breathe,fat embolism:blood clot from fat
4990,88.0,583.0,2.0,shortness of breath,pleural effusion:abnormal chest fluid
4991,239.0,583.0,1.0,chest burning,pleural effusion:abnormal chest fluid
4992,262.0,583.0,1.0,chest pain,pleural effusion:abnormal chest fluid
4993,273.0,583.0,1.0,congestion in chest or lungs,pleural effusion:abnormal chest fluid
4994,269.0,583.0,1.0,hurts to breathe,pleural effusion:abnormal chest fluid
4995,88.0,616.0,2.0,shortness of breath,pulmonary edema:fluid build-up in the lungs
4996,170.0,616.0,2.0,cyanosis (blue skin coloration),pulmonary edema:fluid build-up in the lungs
4997,262.0,616.0,1.0,chest pain,pulmonary edema:fluid build-up in the lungs
4998,270.0,616.0,1.0,difficulty breathing,pulmonary edema:fluid build-up in the lungs
4999,273.0,616.0,1.0,congestion in chest or lungs,pulmonary edema:fluid build-up in the lungs
5000,88.0,952.0,1.0,shortness of breath,broken heart syndrome:takotsubo cardiomyopathy
5001,262.0,952.0,1.0,chest pain,broken heart syndrome:takotsubo cardiomyopathy
5002,88.0,927.0,0.0,shortness of breath,sleep apnea:chronic sleep disruption
5003,116.0,927.0,1.0,tired,sleep apnea:chronic sleep disruption
5004,254.0,927.0,1.0,sleep disorders,sleep apnea:chronic sleep disruption
5005,257.0,927.0,1.0,snoring,sleep apnea:chronic sleep disruption
5006,304.0,927.0,1.0,high blood pressure,sleep apnea:chronic sleep disruption
5007,88.0,973.0,1.0,shortness of breath,congenital heart disease:heart defect at birth
5008,170.0,973.0,2.0,cyanosis (blue skin coloration),congenital heart disease:heart defect at birth
5009,189.0,973.0,2.0,heart murmur (abnormal heart sound),congenital heart disease:heart defect at birth
5010,205.0,973.0,2.0,low blood pressure,congenital heart disease:heart defect at birth
5011,207.0,973.0,2.0,low heart rate,congenital heart disease:heart defect at birth
5012,88.0,993.0,0.0,shortness of breath,"emphysema:copd, lung disease"
5013,129.0,993.0,1.0,wheezing (noisy breathing),"emphysema:copd, lung disease"
5014,262.0,993.0,0.0,chest pain,"emphysema:copd, lung disease"
5015,88.0,1111.0,1.0,shortness of breath,aspiration pneumonia:lung inflammation or infection
5017,270.0,1111.0,1.0,difficulty breathing,aspiration pneumonia:lung inflammation or infection
5018,273.0,1111.0,1.0,congestion in chest or lungs,aspiration pneumonia:lung inflammation or infection
5019,269.0,1111.0,1.0,hurts to breathe,aspiration pneumonia:lung inflammation or infection
5020,88.0,1515.0,0.0,shortness of breath,beriberi:thiamine:vitamin b1 deficiency
5021,116.0,1515.0,0.0,tired,beriberi:thiamine:vitamin b1 deficiency
5022,171.0,1515.0,0.0,muscle spasm,beriberi:thiamine:vitamin b1 deficiency
5023,214.0,1515.0,0.0,calf swelling,beriberi:thiamine:vitamin b1 deficiency
5024,240.0,1515.0,0.0,memory loss,beriberi:thiamine:vitamin b1 deficiency
5025,262.0,1515.0,0.0,chest pain,beriberi:thiamine:vitamin b1 deficiency
5026,264.0,1515.0,0.0,stomach and abdominal pain,beriberi:thiamine:vitamin b1 deficiency
5027,89.0,382.0,1.0,shoulder ache or pain,"impingement syndrome of shoulder:bone rubs again tendon, bursa"
5028,89.0,544.0,0.0,shoulder ache or pain,pancoast syndrome:apical lung tumor
5029,255.0,544.0,0.0,drooping eyelid (ptosis),pancoast syndrome:apical lung tumor
5030,90.0,137.0,0.0,sinus pain and pressure,cavernous sinus tumor:head vein cancer
5032,293.0,137.0,0.0,headache and weakness,cavernous sinus tumor:head vein cancer
5033,90.0,135.0,1.0,sinus pain and pressure,cavernous sinus aneurysm:head vein dilation
5035,293.0,135.0,1.0,headache and weakness,cavernous sinus aneurysm:head vein dilation
5036,90.0,132.0,0.0,sinus pain and pressure,carotid cavernous fistula:abnormal blood vessel communication
5037,90.0,725.0,0.0,sinus pain and pressure,squamous cell cancer:common skin cancer
5038,174.0,725.0,0.0,skin growths,squamous cell cancer:common skin cancer
5039,194.0,725.0,0.0,lip swelling,squamous cell cancer:common skin cancer
5040,238.0,725.0,0.0,skin sores,squamous cell cancer:common skin cancer
5041,91.0,72.0,2.0,skin trauma,avulsions:forcible tissue detachment
5042,219.0,72.0,2.0,arm cut (laceration),avulsions:forcible tissue detachment
5043,220.0,72.0,2.0,hand cut (laceration),avulsions:forcible tissue detachment
5044,221.0,72.0,2.0,leg cut (laceration),avulsions:forcible tissue detachment
5045,222.0,72.0,2.0,foot cut (laceration),avulsions:forcible tissue detachment
5046,91.0,1503.0,2.0,skin trauma,scar
5047,92.0,237.0,1.0,snake bite,"elapid:elapid venom:cobra, coral, mamba venom toxicity"
5048,92.0,820.0,3.0,snake bite,rattlesnake:pit viper bite
5049,92.0,515.0,2.0,snake bite,non venomous snake bite
5050,93.0,218.0,1.0,sore throat,diphtheria infection:bacterial respiratory infection
5051,98.0,218.0,1.0,swallowing problem (dysphagia),diphtheria infection:bacterial respiratory infection
5052,120.0,218.0,1.0,throat pain,diphtheria infection:bacterial respiratory infection
5054,191.0,218.0,1.0,skin pain,diphtheria infection:bacterial respiratory infection
5055,93.0,731.0,2.0,sore throat,streptococcus infection:strep throat bacteria
5056,120.0,731.0,2.0,throat pain,streptococcus infection:strep throat bacteria
5058,172.0,731.0,2.0,drooling,streptococcus infection:strep throat bacteria
5059,93.0,437.0,1.0,sore throat,ludwigs angina:severe infection in the floor of the mouth and neck
5060,120.0,437.0,1.0,throat pain,ludwigs angina:severe infection in the floor of the mouth and neck
5062,159.0,437.0,1.0,mouth swelling,ludwigs angina:severe infection in the floor of the mouth and neck
5063,172.0,437.0,1.0,drooling,ludwigs angina:severe infection in the floor of the mouth and neck
5064,187.0,437.0,1.0,jaw pain,ludwigs angina:severe infection in the floor of the mouth and neck
5065,93.0,412.0,0.0,sore throat,laryngeal carcinoma:throat cancer
5066,98.0,412.0,0.0,swallowing problem (dysphagia),laryngeal carcinoma:throat cancer
5067,120.0,412.0,0.0,throat pain,laryngeal carcinoma:throat cancer
5069,94.0,103.0,1.0,speech problem,botulism:bacterial toxin causing muscle weakness
5070,98.0,103.0,1.0,swallowing problem (dysphagia),botulism:bacterial toxin causing muscle weakness
5071,114.0,103.0,1.0,general weakness,botulism:bacterial toxin causing muscle weakness
5072,172.0,103.0,1.0,drooling,botulism:bacterial toxin causing muscle weakness
5073,270.0,103.0,1.0,difficulty breathing,botulism:bacterial toxin causing muscle weakness
5074,94.0,144.0,2.0,speech problem,cerebral contusion:bruise of brain
5075,112.0,144.0,1.0,visual problems,cerebral contusion:bruise of brain
5078,145.0,144.0,3.0,headache after trauma,cerebral contusion:bruise of brain
5079,293.0,144.0,2.0,headache and weakness,cerebral contusion:bruise of brain
5080,294.0,144.0,1.0,confusion and headache,cerebral contusion:bruise of brain
5081,94.0,488.0,1.0,speech problem,"myasthenia gravis:autoimmune disease of the nerves, muscles"
5082,98.0,488.0,1.0,swallowing problem (dysphagia),"myasthenia gravis:autoimmune disease of the nerves, muscles"
5083,114.0,488.0,1.0,general weakness,"myasthenia gravis:autoimmune disease of the nerves, muscles"
5084,255.0,488.0,2.0,drooping eyelid (ptosis),"myasthenia gravis:autoimmune disease of the nerves, muscles"
5085,270.0,488.0,1.0,difficulty breathing,"myasthenia gravis:autoimmune disease of the nerves, muscles"
5086,94.0,551.0,1.0,speech problem,parkinson's disease:movement disorder
5087,104.0,551.0,1.0,unsteady gait (trouble walking),parkinson's disease:movement disorder
5088,121.0,551.0,1.0,tremors,parkinson's disease:movement disorder
5090,150.0,551.0,1.0,choking,parkinson's disease:movement disorder
5091,172.0,551.0,0.0,drooling,parkinson's disease:movement disorder
